n,beta,se,p,beta_covariate,p_covariate,r2,indicator,column
39,0.16882400186222987,0.16062010059746812,0.29322348853112745,3.988357525474963,0.11133983863455041,0.10704190122969515,Out-of-pocket expenditure (% CHE),oop_pct_che
39,-0.05063143115214096,0.08314836287435706,0.5425716469998205,2.1796178699340807,0.32878790860106366,0.041690530057688746,Government health expenditure (% CHE),gov_pct_che
39,-0.9088670010687779,0.6291536528406774,0.14857400992743489,3.910567923328835,0.170279878731323,0.17783806835436244,Current health expenditure (% GDP),che_pct_gdp
39,-0.0017937990169927581,0.0013067437319558008,0.16983803803297326,5.947950405895865,0.12056787719511287,0.1633442235989666,Current health expenditure per capita (PPP USD),che_pc_ppp_usd
39,-0.8019528578966295,0.35939538947808297,0.025655015767056154,5.869880740597694,0.05367501734192115,0.18256844505936776,Nurses and midwives per 1000 population,nurses_per_1000
37,-2.323453135156656,1.649068188459019,0.1588502203351696,3.280835573699723,0.3817990164290638,0.10432102331222037,Physicians per 1000 population,physicians_per_1000
40,-1.1312680251121878,0.8182868262439765,0.16682329722670286,6.951744767862909,0.131700171136734,0.16153104517154104,Life expectancy at birth (years),life_expectancy
39,-0.764643026878195,0.6414582839038898,0.23324611511368853,4.120663907901601,0.2546820544714804,0.11406745151957953,Radiotherapy units per million population,radiotherapy_units_per_million
40,-0.10244750727451213,0.08249681135522381,0.21429709047288237,3.6470712870710607,0.2225398420552025,0.10882970325768004,Morphine consumption (mg/capita/year),morphine_consumption_mg_per_capita
